name,population
"Red River Parish, Louisiana",7620
"Boise County, Idaho",7610
"Clay County, Tennessee",7581
"Valley County, Montana",7578
"Monroe County, Iowa",7577
"Dade County, Missouri",7569
"Grant County, South Dakota",7556
"Cleveland County, Arkansas",7550
"Nicholas County, Kentucky",7537
"Doniphan County, Kansas",7510
"Marion County, Georgia",7498
"Adair County, Iowa",7496
"Harney County, Oregon",7495
"Wheeler County, Georgia",7471
"Kingman County, Kansas",7470
"Conejos County, Colorado",7461
"East Carroll Parish, Louisiana",7459
"Worth County, Iowa",7443
"Lake County, Colorado",7436
"Hutchinson County, South Dakota",7427
"Chariton County, Missouri",7408
"Gilmer County, West Virginia",7408
"Lee County, Kentucky",7395
"Wallowa County, Oregon",7391
"Castro County, Texas",7371
"Elliott County, Kentucky",7354
"Grant County, Kansas",7352
"Rappahannock County, Virginia",7348
"Lexington city, Virginia",7320
"Pepin County, Wisconsin",7318
"Pierce County, Nebraska",7317
"Grand Isle County, Vermont",7293
"Jefferson County, Mississippi",7260
"Jefferson County, Nebraska",7240
"Grant County, Oregon",7233
"Newton County, Arkansas",7225
"Van Buren County, Iowa",7203
"Crook County, Wyoming",7181
"Ferry County, Washington",7178
"Dallam County, Texas",7115
"Chugach Census Area, Alaska",7102
"Union County, Indiana",7087
"Kit Carson County, Colorado",7087
"Pocahontas County, Iowa",7078
"Brooks County, Texas",7076
"Nemaha County, Nebraska",7074
"Beaver County, Utah",7072
"Blaine County, Montana",7044
"Shannon County, Missouri",7031
"Caribou County, Idaho",7027
"Goliad County, Texas",7012
"Ida County, Iowa",7005
"Lake County, Tennessee",7005
"Bon Homme County, South Dakota",7003
"Forest County, Pennsylvania",6973
"Fall River County, South Dakota",6973
"Swisher County, Texas",6971
"Tillman County, Oklahoma",6968
"Powell County, Montana",6946
"Bailey County, Texas",6904
"Schuyler County, Illinois",6902
"Wabaunsee County, Kansas",6877
"Pembina County, North Dakota",6844
"Weston County, Wyoming",6838
"Huerfano County, Colorado",6820
"Southeast Fairbanks Census Area, Alaska",6808
"Monroe County, Arkansas",6799
"Broadwater County, Montana",6774
"Charles City County, Virginia",6773
"Thurston County, Nebraska",6773
"Tucker County, West Virginia",6762
"Clinch County, Georgia",6749
"Refugio County, Texas",6741
"Burt County, Nebraska",6722
"Galax city, Virginia",6720
"Lac qui Parle County, Minnesota",6719
"Russell County, Kansas",6691
"Kearney County, Nebraska",6688
"Childress County, Texas",6664
"La Salle County, Texas",6664
"Hancock County, Tennessee",6662
"Pershing County, Nevada",6650
"Buena Vista city, Virginia",6641
"Clark County, Missouri",6634
"King and Queen County, Virginia",6608
"Fremont County, Iowa",6605
"Wolfe County, Kentucky",6562
"Surry County, Virginia",6561
"Rio Blanco County, Colorado",6529
"Fulton County, Kentucky",6515
"Wilkin County, Minnesota",6506
"Wayne County, Iowa",6497
"Dallas County, Arkansas",6482
"Howard County, Nebraska",6475
"Moore County, Tennessee",6461
"Norman County, Minnesota",6441
"Randolph County, Georgia",6425
"Treutlen County, Georgia",6406
"Henderson County, Illinois",6387
"Bottineau County, North Dakota",6379
"Ellsworth County, Kansas",6376
"Bear Lake County, Idaho",6372
"Saguache County, Colorado",6368
"Spink County, South Dakota",6361
"Moody County, South Dakota",6336
"Lafayette County, Arkansas",6308
"Antelope County, Nebraska",6295
"Bland County, Virginia",6270
"Woodruff County, Arkansas",6269
"Pawnee County, Kansas",6253
"Edwards County, Illinois",6245
"Brown County, Illinois",6244
"Calhoun County, West Virginia",6229
"Teton County, Montana",6226
"Osceola County, Iowa",6192
"Quitman County, Mississippi",6176
"Van Buren County, Tennessee",6168
"Hamlin County, South Dakota",6164
"Gentry County, Missouri",6162
"Pendleton County, West Virginia",6143
"Iron County, Wisconsin",6137
"Presidio County, Texas",6131
"Menifee County, Kentucky",6113
"Clay County, Nebraska",6104
"Shelby County, Missouri",6103
"Reynolds County, Missouri",6096
"Grant County, Minnesota",6074
"Greenwood County, Kansas",6016
"Miller County, Georgia",6000
"Sullivan County, Missouri",5999
"Benson County, North Dakota",5964
"Ohio County, Indiana",5940
"Sherman County, Kansas",5927
"Crowley County, Colorado",5922
"Essex County, Vermont",5920
"Pondera County, Montana",5898
"Taylor County, Iowa",5896
"Chouteau County, Montana",5895
"Cumberland County, Kentucky",5888
"Stanton County, Nebraska",5842
"Sullivan County, Pennsylvania",5840
"Garza County, Texas",5816
"Ontonagon County, Michigan",5816
"Gilpin County, Colorado",5808
"Carson County, Texas",5807
"Mitchell County, Kansas",5796
"Emporia city, Virginia",5766
"Prince of Wales-Hyder Census Area, Alaska",5753
"Covington city, Virginia",5737
"Ottawa County, Kansas",5735
"Lander County, Nevada",5734
"Talbot County, Georgia",5733
"San Saba County, Texas",5730
"Ransom County, North Dakota",5703
"Alfalfa County, Oklahoma",5699
"McCook County, South Dakota",5682
"Lincoln County, Colorado",5675
"Audubon County, Iowa",5674
"Gray County, Kansas",5653
"Bent County, Colorado",5650
"Lincoln County, Minnesota",5640
"Putnam County, Illinois",5637
"Tripp County, South Dakota",5624
"Cameron Parish, Louisiana",5617
"Dixon County, Nebraska",5606
"Cook County, Minnesota",5600
"Lynn County, Texas",5596
"Calhoun County, Georgia",5573
"Fillmore County, Nebraska",5551
"Washington County, Kansas",5530
"Cotton County, Oklahoma",5527
"Greer County, Oklahoma",5491
"Harper County, Kansas",5485
"Norton County, Kansas",5459
"Cherry County, Nebraska",5455
"Day County, South Dakota",5449
"Haskell County, Texas",5416
"Mahnomen County, Minnesota",5411
"Floyd County, Texas",5402
"Stark County, Illinois",5400
"Morris County, Kansas",5386
"Hartley County, Texas",5382
"Boone County, Nebraska",5379
"McHenry County, North Dakota",5345
"Yukon-Koyukuk Census Area, Alaska",5343
"Luce County, Michigan",5339
"Jefferson County, Oklahoma",5337
"Walworth County, South Dakota",5315
"Stewart County, Georgia",5314
"Atchison County, Missouri",5305
"Johnson County, Nebraska",5290
"Hansford County, Texas",5285
"Coal County, Oklahoma",5266
"Stevens County, Kansas",5250
"Brule County, South Dakota",5247
"Alexander County, Illinois",5240
"Dewey County, South Dakota",5239
"Martin County, Texas",5237
"Aleutians West Census Area, Alaska",5232
"Delta County, Texas",5230
"Warren County, Georgia",5215
"Polk County, Nebraska",5214
"Carter County, Missouri",5202
"Wirt County, West Virginia",5194
"Pulaski County, Illinois",5193
"Kingsbury County, South Dakota",5187
"Big Stone County, Minnesota",5166
"Scott County, Kansas",5151
"Crosby County, Texas",5133
"Sheridan County, Nebraska",5127
"Lincoln County, Idaho",5127
"Hamilton County, New York",5107
"Garfield County, Utah",5083
"Beaver County, Oklahoma",5049
"Thayer County, Nebraska",5034
"Pickett County, Tennessee",5001
"Dickey County, North Dakota",4999
"Wheeler County, Texas",4990
"Phillips County, Kansas",4981
"Toole County, Montana",4971
"Scott County, Illinois",4949
"Gallatin County, Illinois",4946
"Rooks County, Kansas",4919
"Craig County, Virginia",4892
"Ouray County, Colorado",4874
"Dillingham Census Area, Alaska",4857
"Jim Hogg County, Texas",4838
"Carlisle County, Kentucky",4826
"Washington County, Colorado",4817
"Maricao Municipio, Puerto Rico",4755
"Calhoun County, Arkansas",4739
"Musselshell County, Montana",4730
"Scotland County, Missouri",4716
"Custer County, Colorado",4704
"Putnam County, Missouri",4681
"Crane County, Texas",4675
"Republic County, Kansas",4674
"Ringgold County, Iowa",4663
"Furnas County, Nebraska",4636
"Hot Springs County, Wyoming",4621
"Hyde County, North Carolina",4589
"Oneida County, Idaho",4564
"Florence County, Wisconsin",4558
"Morrill County, Nebraska",4555
"Mineral County, Nevada",4554
"Schley County, Georgia",4547
"Cameron County, Pennsylvania",4547
"Mineral County, Montana",4535
"Phillips County, Colorado",4530
"Hickman County, Kentucky",4521
"Lincoln County, Nevada",4499
"Dewey County, Oklahoma",4484
"Mills County, Texas",4456
"Guadalupe County, New Mexico",4452
"Calhoun County, Illinois",4437
"Wahkiakum County, Washington",4422
"Adams County, Idaho",4379
"Marshall County, South Dakota",4306
"Deuel County, South Dakota",4295
"Kimble County, Texas",4286
"Custer County, Idaho",4275
"Menominee County, Wisconsin",4255
"Barber County, Kansas",4228
"Holt County, Missouri",4223
"Phillips County, Montana",4217
"Bath County, Virginia",4209
"Kittson County, Minnesota",4207
"Mora County, New Mexico",4189
"Hidalgo County, New Mexico",4178
"Grant County, Oklahoma",4169
"Tensas Parish, Louisiana",4147
"Storey County, Nevada",4104
"Nuckolls County, Nebraska",4095
"Dunn County, North Dakota",4095
"LaMoure County, North Dakota",4093
"Union County, New Mexico",4079
"Stafford County, Kansas",4072
"Valley County, Nebraska",4059
"Meade County, Kansas",4055
"Owsley County, Kentucky",4051
"Schuyler County, Missouri",4032
"Gregory County, South Dakota",3994
"Pierce County, North Dakota",3990
"Edmunds County, South Dakota",3986
"Kearny County, Kansas",3983
"Wells County, North Dakota",3982
"Mason County, Texas",3953
"Columbia County, Washington",3952
"Red Lake County, Minnesota",3935
"Corson County, South Dakota",3902
"Sioux County, North Dakota",3898
"Chase County, Nebraska",3893
"Sargent County, North Dakota",3862
"Clark County, South Dakota",3837
"Sharkey County, Mississippi",3800
"Haskell County, Kansas",3780
"Lake of the Woods County, Minnesota",3763
"Pope County, Illinois",3763
"Ellis County, Oklahoma",3749
"Knox County, Missouri",3744
"Lyman County, South Dakota",3718
"Adams County, Iowa",3704
"Cavalier County, North Dakota",3704
"Echols County, Georgia",3697
"Norton city, Virginia",3687
"Sweet Grass County, Montana",3678
"Fisher County, Texas",3672
"Hardin County, Illinois",3649
"Catron County, New Mexico",3579
"Smith County, Kansas",3570
"Hardeman County, Texas",3549
"Sheridan County, Montana",3539
"Mercer County, Missouri",3538
"Lewis County, Idaho",3533
"Baca County, Colorado",3506
"Osborne County, Kansas",3500
"Costilla County, Colorado",3499
"Baylor County, Texas",3465
"Hanson County, South Dakota",3461
"Roger Mills County, Oklahoma",3442
"Kimball County, Nebraska",3434
"Aleutians East Borough, Alaska",3420
"Petersburg Borough, Alaska",3398
"Foster County, North Dakota",3397
"Webster County, Nebraska",3395
"Reagan County, Texas",3385
"Hemphill County, Texas",3382
"Bennett County, South Dakota",3381
"Nance County, Nebraska",3380
"Chautauqua County, Kansas",3379
"Sutton County, Texas",3372
"Traverse County, Minnesota",3360
"Knox County, Texas",3353
"Granite County, Montana",3309
"Upton County, Texas",3308
"Concho County, Texas",3303
"Emmons County, North Dakota",3301
"Coke County, Texas",3285
"Harper County, Oklahoma",3272
"Donley County, Texas",3258
"Tyrrell County, North Carolina",3245
"Sierra County, California",3236
"Hudspeth County, Texas",3202
"Hand County, South Dakota",3145
"Kinney County, Texas",3129
"Woodson County, Kansas",3115
"Shackelford County, Texas",3105
"Crockett County, Texas",3098
"Harlan County, Nebraska",3073
"Lipscomb County, Texas",3059
"Fallon County, Montana",3049
"Nelson County, North Dakota",3015
"Bowman County, North Dakota",2993
"Stanley County, South Dakota",2980
"Sherman County, Nebraska",2959
"Rush County, Kansas",2956
"Lincoln County, Kansas",2939
"Jewell County, Kansas",2932
"Edwards County, Kansas",2907
"Brown County, Nebraska",2903
"Franklin County, Nebraska",2889
"Glascock County, Georgia",2884
"Baker County, Georgia",2876
"Perkins County, Nebraska",2858
"Clay County, Georgia",2848
"Douglas County, South Dakota",2835
"Perkins County, South Dakota",2835
"Hall County, Texas",2825
"Trego County, Kansas",2808
"Jackson County, South Dakota",2806
"Sherman County, Texas",2782
"Decatur County, Kansas",2764
"Logan County, Kansas",2762
"Real County, Texas",2758
"Aurora County, South Dakota",2747
"Gove County, Kansas",2718
"Morton County, Kansas",2701
"Ness County, Kansas",2687
"Collingsworth County, Texas",2652
"Copper River Census Area, Alaska",2617
"Hitchcock County, Nebraska",2616
"Cheyenne County, Kansas",2616
"Butte County, Idaho",2574
"Chase County, Kansas",2572
"Rawlins County, Kansas",2561
"Cochran County, Texas",2547
"Pawnee County, Nebraska",2544
"McIntosh County, North Dakota",2530
"Frontier County, Nebraska",2519
"Hamilton County, Kansas",2518
"Rich County, Utah",2510
"Hettinger County, North Dakota",2489
"Harmon County, Oklahoma",2488
"Wayne County, Utah",2486
"Elk County, Kansas",2483
"Potter County, South Dakota",2472
"Niobrara County, Wyoming",2467
"Kiowa County, Kansas",2460
"Schleicher County, Texas",2451
"Sheridan County, Kansas",2447
"Graham County, Kansas",2415
"Ziebach County, South Dakota",2413
"McPherson County, South Dakota",2411
"Sedgwick County, Colorado",2404
"Kidder County, North Dakota",2394
"Hoonah-Angoon Census Area, Alaska",2365
"Webster County, Georgia",2348
"Eddy County, North Dakota",2347
"Sanborn County, South Dakota",2330
"Dolores County, Colorado",2326
"Griggs County, North Dakota",2306
"Grant County, North Dakota",2301
"Miner County, South Dakota",2298
"Cimarron County, Oklahoma",2296
"Garfield County, Washington",2286
"Renville County, North Dakota",2282
"Quitman County, Georgia",2235
"Highland County, Virginia",2232
"Burke County, North Dakota",2201
"Adams County, North Dakota",2200
"Divide County, North Dakota",2195
"Robertson County, Kentucky",2193
"Greeley County, Nebraska",2188
"Culberson County, Texas",2188
"Towner County, North Dakota",2162
"Wichita County, Kansas",2152
"Wrangell City and Borough, Alaska",2127
"Faulk County, South Dakota",2125
"Stanton County, Kansas",2084
"Haines Borough, Alaska",2080
"Wheatland County, Montana",2069
"Keweenaw County, Michigan",2046
"Judith Basin County, Montana",2023
"Jeff Davis County, Texas",1996
"Gilliam County, Oregon",1995
"Clark County, Kansas",1991
"Worth County, Missouri",1973
"Menard County, Texas",1962
"Liberty County, Montana",1959
"Buffalo County, South Dakota",1948
"Meagher County, Montana",1927
"Mellette County, South Dakota",1918
"Gosper County, Nebraska",1893
"Oliver County, North Dakota",1877
"Logan County, North Dakota",1876
"Garden County, Nebraska",1874
"Haakon County, South Dakota",1872
"Sherman County, Oregon",1870
"Eureka County, Nevada",1855
"Armstrong County, Texas",1848
"Deuel County, Nebraska",1838
"Garfield County, Nebraska",1813
"Boyd County, Nebraska",1810
"Steele County, North Dakota",1798
"Culebra Municipio, Puerto Rico",1792
"Dickens County, Texas",1770
"Oldham County, Texas",1758
"Cheyenne County, Colorado",1748
"Golden Valley County, North Dakota",1736
"McCone County, Montana",1729
"Hodgeman County, Kansas",1723
"De Baca County, New Mexico",1698
"Powder River County, Montana",1694
"Comanche County, Kansas",1689
"Jerauld County, South Dakota",1663
"Daniels County, Montana",1661
"Dundy County, Nebraska",1654
"Denali Borough, Alaska",1619
"Lane County, Kansas",1574
"Taliaferro County, Georgia",1559
"Irion County, Texas",1513
"Wallace County, Kansas",1512
"Lake and Peninsula Borough, Alaska",1476
"Wheeler County, Oregon",1451
"Kiowa County, Colorado",1446
"Sully County, South Dakota",1446
"Throckmorton County, Texas",1440
"Piute County, Utah",1438
"Briscoe County, Texas",1435
"Edwards County, Texas",1422
"Carter County, Montana",1415
"Cottle County, Texas",1380
"Jackson County, Colorado",1379
"Campbell County, South Dakota",1377
"Sterling County, Texas",1372
"Issaquena County, Mississippi",1338
"Harding County, South Dakota",1311
"Greeley County, Kansas",1284
"Sheridan County, North Dakota",1265
"Rock County, Nebraska",1262
"Hyde County, South Dakota",1262
"Stonewall County, Texas",1245
"Skagway Municipality, Alaska",1240
"Alpine County, California",1204
"Garfield County, Montana",1173
"Sioux County, Nebraska",1135
"Glasscock County, Texas",1116
"Foard County, Texas",1095
"Prairie County, Montana",1088
"Camas County, Idaho",1077
"Motley County, Texas",1063
"Billings County, North Dakota",945
"Wibaux County, Montana",937
"Daggett County, Utah",935
"Jones County, South Dakota",917
"Mineral County, Colorado",865
"Hayes County, Nebraska",856
"Bristol Bay Borough, Alaska",844
"Roberts County, Texas",827
"Golden Valley County, Montana",823
"Clark County, Idaho",790
"Hinsdale County, Colorado",788
"Wheeler County, Nebraska",774
"Keya Paha County, Nebraska",769
"Treasure County, Montana",762
"Terrell County, Texas",760
"Kent County, Texas",753
"Esmeralda County, Nevada",729
"Logan County, Nebraska",716
"Hooker County, Nebraska",711
"Slope County, North Dakota",706
"San Juan County, Colorado",705
"Banner County, Nebraska",674
"Thomas County, Nebraska",669
"Yakutat City and Borough, Alaska",662
"Harding County, New Mexico",657
"Borden County, Texas",631
"Grant County, Nebraska",611
"Loup County, Nebraska",607
"McMullen County, Texas",600
"Petroleum County, Montana",496
"Arthur County, Nebraska",434
"Blaine County, Nebraska",431
"McPherson County, Nebraska",399
"Kenedy County, Texas",350
"King County, Texas",265
"Kalawao County, Hawaii",82
"Loving County, Texas",64
